minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6180273055957587,30.939223816012287,13.901653430286503,40.15423420369307,6.908748524396357,18.319637211841894,10.886385069353667,28.810830366575114
0,Marvin the Martian,0.6046631548142268,30.43238837940462,14.712938970284437,31.466372741293902,5.924364919048232,16.65415371910746,11.129555145538133,23.960985945630856
0,Road Runner,0.6127684680220803,29.14239552385096,14.171261065359644,37.217208485714394,7.0499116200727014,29.43150765468999,14.239326605209955,24.160901003066353
0,Foghorn Leghorn,0.6174663641697463,32.497517761902486,15.361902329586165,35.33532275631105,7.211666552528129,17.90957026431488,12.996430839551293,28.34041580905441
0,Bugs Bunny,0.6322764472021696,33.47699485050661,16.291715600975223,36.11742648994647,6.048634308227655,16.78718640348141,13.413409752023398,30.797652594823244
0,Elmer Fudd,0.6172391352448325,27.981511002456173,14.115832213433427,36.40658299385476,7.695266438563747,21.934550524845875,12.627305898148283,26.09093348067434
0,Lola Bunny,0.6381418996635483,32.1266459706847,13.457698948563227,37.13671860809544,3.6710732510188038,20.997991981340466,14.124649515837588,32.161351140897466
0,Porky Pig,0.6037260242227589,30.28914464435848,17.22640404662596,32.522337284320784,5.3496825762250095,16.887485860203714,16.689872076033613,30.846168063296222
0,Tasmanian Devil,0.6039860130146099,23.91033749806772,14.133361157571535,34.57394726235301,5.527235598869297,25.748184154057324,12.668433573614697,22.067244523608633
0,Gossamer,0.6225535368484847,32.38413583136292,15.11490103021093,32.41657864476748,5.331663228015518,14.639023266386623,15.9876164992651,33.65798759418952
0,Granny,0.6016809822505462,26.065693966225755,14.144789936007866,34.69958928313216,6.21738354802513,27.68694228009739,15.424949015092883,24.668924252959254
0,Wile E. Coyote,0.6076420539126,29.280022270176637,15.713239760022674,34.076932762475955,4.930015421628074,16.009451118568247,14.85877323172604,30.85020888620465
0,Tweety,0.6076747834876806,26.713326390037192,13.556425245141165,34.396173760234845,6.618608319402546,22.370588615557946,10.983896297609746,22.24734911377553
0,Penelope,0.6042868208788238,23.797024824487533,15.49303651448851,28.79557662474801,8.933752811185368,18.06411338486983,9.317901520162605,17.109644014769575
0,Daffy Duck,0.6274833998285451,29.094388982266008,15.440340426980521,34.06470758991953,6.341625892947764,20.542585940282127,13.298105513455662,26.777652866639027
12,Sylvester,0.6130576257662232,29.95973787610509,14.890081688495691,35.50105765843631,7.243173881447289,16.34660214100229,13.921043424383571,30.445113162290507
12,Marvin the Martian,0.5983992873074477,30.2049739803873,13.598286992111275,30.79744269774216,6.6745995975649715,21.487202109000723,12.816038859566271,22.959906871091103
12,Road Runner,0.6162869706320544,28.482686335521418,13.535557341540036,41.44593782990085,5.703064234776954,28.937757040587144,12.799513356767296,25.82834723956591
12,Foghorn Leghorn,0.617734338938031,31.83055052678536,13.172475267841115,35.038153078770826,5.2731796086046945,21.327066787246142,14.114948154312822,29.252009597718793
12,Bugs Bunny,0.628375325084458,33.723158696243125,14.708782534448085,34.32666115390098,5.812009367932307,19.388613978620086,13.876271299874867,29.497797401915673
12,Elmer Fudd,0.6051561580070047,27.921726427179898,14.652465358289858,34.57370281703486,5.653119180633258,22.763419225029104,12.830717397678539,24.28214652457574
12,Lola Bunny,0.6320074425370462,31.38233156751055,14.294332813785005,38.924367073285374,2.3972301231022133,19.01289386928846,17.322491357986568,38.33264311930574
12,Porky Pig,0.6081524120310107,28.427673445857078,15.293709566893408,34.24866632287575,7.8332442896779275,18.948194959446987,13.253084146731423,26.353526776430048
12,Tasmanian Devil,0.6138585192148894,27.41931367465756,15.76125472532081,38.573538671083114,4.236720066806124,23.394775994615703,6.8320259213117485,18.145388760758987
12,Gossamer,0.628745904671123,33.36370440458123,16.249645614077853,34.71494618326171,6.756816649540137,18.910855418887937,10.169789062413876,23.77301165208927
12,Granny,0.6085108512524304,25.71600146912285,14.59445363933957,36.36738303453393,5.117188418447014,20.69163984660963,13.01712423490892,27.039601335969206
12,Wile E. Coyote,0.6104405084587627,29.63374622913226,13.981038620101272,34.882847853884485,6.895920911187322,17.118779944837303,15.723646326289321,32.51027705819969
12,Tweety,0.6116176587838926,29.585967567604204,15.358331132905489,36.424389244328275,8.679830894079183,25.17325885220589,13.33271089470217,23.974012021699917
12,Penelope,0.6059780541763342,23.73599365361203,14.13029794430363,29.93250907771247,7.923200898100457,21.892923892447875,9.826604184242433,17.226937881433596
12,Daffy Duck,0.6238849976961671,35.08029726073875,15.516790187906903,34.7287268965369,8.274648456488466,16.252251085182007,15.939161175888962,33.35504813647543
24,Sylvester,0.6242745607705554,31.91922829008262,14.246220602702719,37.57779791764057,7.33589055051961,17.933971777753143,13.87345922342901,31.806100992710025
24,Marvin the Martian,0.6099986837737055,32.45813486042862,13.376639170913599,34.70231050481575,8.228155571790875,19.228690158206597,14.118908994259773,29.121928299152213
24,Road Runner,0.6249586207923641,31.097721500841963,13.45551555961632,36.76330093997942,5.897184769472183,30.645664111043185,12.3655297044104,22.10993671615739
24,Foghorn Leghorn,0.6264491118486095,24.4273662865944,15.978657895076879,35.083319668093125,6.842886087811845,15.62124855405276,11.929737852545124,27.593751595599354
24,Bugs Bunny,0.6385162628432646,30.543183458151375,16.15029400201336,35.16659707996172,5.8022008642621445,16.807748858919815,14.154487741907928,31.451400279711205
24,Elmer Fudd,0.6198732091591326,25.88972347766812,15.08549583661366,36.17052814014595,7.015525732897892,21.568514362782537,10.985846519308,23.473449304499777
24,Lola Bunny,0.6215684663738225,39.267526848204874,14.100639071517564,35.50405121627662,3.80474709839184,21.946788293884754,17.41549882632629,34.530938838323735
24,Porky Pig,0.5961076984526511,28.7032653468134,16.522752362932756,38.71546565086867,4.672989219704807,15.30655772266024,12.370332582127991,29.510590604896702
24,Tasmanian Devil,0.6000704209959771,25.750976114290033,14.138462295044691,36.40562117159142,4.448933571908826,24.427763441571077,6.452008898180194,15.579286597998088
24,Gossamer,0.6251756391554827,31.33130991832949,14.395013427437842,34.008803377511946,5.102535426205187,14.285822558150159,15.521010245203389,34.68649911212955
24,Granny,0.60382263615051,29.632637800796097,14.257084136728086,36.36303330533127,6.090942574612875,20.409171478792377,14.1471854775902,28.841962204274463
24,Wile E. Coyote,0.6245242710985196,31.65107319762175,14.576110977414618,35.863547403273806,5.67012745006808,19.451860469839225,13.394862638550826,29.39725279322366
24,Tweety,0.6121739589418499,23.61261536235486,13.223593659826394,33.44739991284892,6.727993995043632,22.005336971088045,8.60042896853791,18.705738797312787
24,Penelope,0.6008960116956579,27.593838305490422,15.515413981554401,29.84664429993676,8.71120767058197,17.290654512038326,10.557030780404547,20.162109596199524
24,Daffy Duck,0.6457093222351112,32.321716522050416,13.663282834155599,33.755499597716174,4.844888594121676,22.562715882932675,12.392324238033147,26.80326518785925
36,Sylvester,0.6206124282079758,32.63162922644297,15.356582448374814,34.988342436182805,8.662591213245824,19.496089874968888,13.20856193793552,27.275335032623946
36,Marvin the Martian,0.6106804550004405,32.68407004828164,14.986383932858066,34.12709137561572,6.957888545173954,21.237640929674555,13.982924720362405,26.828881473791963
36,Road Runner,0.6182369057803457,26.708555242215546,14.711845269124147,34.38635917251556,4.568127279319592,27.781985564121445,13.28525280326036,22.557163166267895
36,Foghorn Leghorn,0.6184329836239884,31.297566876276697,13.857161996139444,34.8074075956504,9.093970021721905,20.090753578737804,14.076474912291733,28.47358904778346
36,Bugs Bunny,0.6238942418995043,33.49890051282101,16.050518907795627,38.46961065618379,6.428391382288421,17.091795274586353,13.436331641858954,31.613298393582948
